"Title","Publisher","Editor","Publication Year","Publication Date","Volume/Issue Number","Frequency","Publication Dates","Front Page Headlines","Table of Contents ","Topical Subject","Geographical Subject","Local Genre","LC Classification","Coverage","Type","Original Item Medium","Original Item Size","Digital Format","Digitization Process","Language","Rights","Rights Statement","Rights Statement URL","Collection","Digital Publisher","Source","File Name"
"Richmond Music Journal (1999-10)","Gypsy Publishing","Matera, Mariane","1999","1999-10","v.6:no.12","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE OKAY, WE'LL DO A DAVE COVER MUSIC JOURNAL, Dave Matthews at Woodstock III, Photo by Dave Anderl, Musical Image Productions","Lyrics & Thoughts 3 -- Half-assed Calendar 4 -- Who's Happening 5 -- Letters 6-7 -- Original Music Review 10 -- Catch 11 -- Dollar Classifieds 15 -- Devon 16 -- Keep Your Day Job Band, Bobby Thompson Band, Rib Johnson, VX, Ponics, Duran Duran 17 -- Hype-R-Space 18 -- One-Track Mind 19 -- Death Piggy, The Project, Waking Hours 20 -- Jeff McGall Project, Groove Driver, Surf Like Rednecks, DanthemaN, Vehemence Realized, Mercy 21 -- A Tale of 6 Bands 22","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.6:no.12, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v06_n12.pdf"
"Richmond Music Journal (1999-11)","Gypsy Publishing","Matera, Mariane","1999","1999-11","v.7:no.1","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Celebrating our 7th year in Richmond and still unsupportive!","Deep Thoughts 3 -- Calendar 4 -- Who's Happening Poll 5 -- Letters 6-7 -- Publicity Hounds 8-9 -- Groove Driver 10 -- Jim Westlyn's ""One Track Mind"" 11 -- SNAFU, Harry Gore & The Measles, Danny Morris 14 -- Classified ads 15 -- Ponics, Submerge, Bittermuse, Another Pretty Face 216 -- Common Ground, 2nd Street Festival, 53rd Street Festival 17 -- True Spirit Band, Adrian Duke Trio, Steve Gellman, Terry Garland 18 -- Hyperspace, Brandy Wood 19 -- Red Angel, 59H20, Waking Hours 20 -- Vehemence Realized, Yard Onions, Colossal Eds, Twaine, Dave Jensen, Mudcat Jones 21 -- Tethered Girl in KC 22","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.7:no.1, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v07_n01.pdf"
"Richmond Music Journal (1999-12)","Gypsy Publishing","Matera, Mariane","1999","1999-12","v.7:no.2","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","It's Too Damn Warm to be the Christmas Edition Music Journal!","Lyrics & Deep Thoughts 3 -- Calendar of Gigs 4 -- Who's Happening Poll 5 -- Letters 6-7 -- Publicity Hounds 8-9 -- Channel 43, Submerge, Mercy, Christian Death, Twaine, Bill Kirchen & Too Much Fun, Used Carlotta 10 -- Regan, Page Wilson & Reckless Abandon, Susan Greenbaum, Car Bomb, Boxwood, Cat Daddy 12 -- Dollar Classifieds 15 -- Hyperspace 17 -- One Track Mind resolves to find new music 18 -- Groove Driver, One Ring Zero, Brandy Wood, Colossal Eds, The Diegos, RealTime, Adrenalin, Jeff McGall Project, Cartwheels 21 -- The Journal bails out of town 22","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.7:no.2, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v07_n02.pdf"
"Richmond Music Journal (2000-01)","Gypsy Publishing","Matera, Mariane","2000","2000-01","v.7:no.3","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE FIRST MUSIC JOURNAL OF THE CENTURY","Lyrics and Deep Thoughts 3 -- Gig Calendar 4 -- Who's Happening 5 -- Letters 5-6 -- Publicity Hounds 7-8 -- Craig McCarthy, From Within 10 -- Sataday Session 11 -- Secret Soundman cures feedback 11 -- Record collecting 14 -- Dollar Classifieds 15 -- Voodoo Fisherman, Bambu, Submerge, Strike Anywhere, Swank, River City High, Ratdog, RealTime, Looker 16 -- Waking Hours, Ebo, Earth to Andy, Susan Greenbaum 17 -- One Track Mind 18 -- Hype-r-space 19 -- Death Piggy, Peter Stanley, Songs: Ohia, Thelma Shook 10 -- Franklin Roberts, The Hallways, Page Wilson and Reckless Abandon 11 -- Dave Matthews pre-fame 11","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.7:no.3, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v07_n03.pdf"
"Richmond Music Journal (2000-02)","Gypsy Publishing","Matera, Mariane","2000","2000-02","v.7:no.4","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE SCRAWNY, PATHETIC MUSIC JOURNAL","Lyrics & Deep Thoughts 3 -- Calendar 4 -- Who's Happening Poll 5 -- Letters 6 -- Publicity Hounds 8 -- Hype-R-Space 9 -- The Ernies, Stroke 9, Dominion Trio, Mike McCormack 10 -- Lynard Skynyrd, ZZ Top, Travis Allison Band, Princess Complex 11 -- Secret Soundman 12 -- Dollar Classifieds 13 -- Christopher Stanley, Peter Stanley, Ululating Mummies 15 -- Susan Greenbaum, Page Wilson with Reckless Abandon, One Ring Zero, Jim Westlyn 16 -- Puddleduck, Carbon Leaf, Mercy, Flush, RealTime 17 -- The Scene in 1994 18","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.7:no.4, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v07_n04.pdf"
"Richmond Music Journal (2000-03)","Gypsy Publishing","Matera, Mariane","2000","2000-03","v.7:no.5","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE PRIMARIES MUSIC JOURNAL","Lyrics & Deep Thoughts 3 -- Calendar 4 -- Who's Happening Poll 5 -- Letters 6-7 -- Publicity Hounds 8 -- RealTime, Agents of Good Roots, Mercy, Kirby Reed & the Sounds of Rhythm, Karen Trump 9 -- Record collecting 12 -- One Dollar Classifieds 13 -- Jim Westlyn's One Track Mind 14 -- Secret Soundman on microphones 15 -- Calling Dr. Bombay, Latino Drive, Misguided, Karen Trump, Peter Stanley 16 -- The Ernies, Waking Hours, Wilson Blanton, The Project, Page Wilson with Reckless Abandon, Dirtball, Ululating Mummies 17 -- Get a gig 18 ","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.7:no.5, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v07_n05.pdf"
"Richmond Music Journal (2000-04)","Gypsy Publishing","Matera, Mariane","2000","2000-04","v.7:no.6","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE IT'S NOT THE END OF THE MUSIC JOURNAL YET ISSUE","Lyrics & Deep Thoughts 3 -- Calendar 4 -- Who's Happening Poll 5 -- Letters 6-7 -- Publicity Hounds 8-9 -- Dollar Classifieds 13 -- Sataday Session, Gray-V, Kat Brigs, Kenny Wayne Shepherd, Carbon Leaf, Brother Jumu and the Crackdaddies, No Fate, Metalsmith, Bad Mama Jamas 14 -- Smashing Pumpkins, Global Chillage, Waking Hours 15 -- Secret Soundman 16 -- Thaddeus Lee, Bovine, Misguided, Mercy, Page Wilson with Reckless Abandon 18 -- After you book a gig, then what? 19 -- Sucky award winners 19","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.7:no.6, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v07_n06.pdf"
"Richmond Music Journal (2000-05)","Gypsy Publishing","Matera, Mariane","2000","2000-05","v.7:no.7","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE DOG SNIFF DOG MUSIC JOURNAL","Lyrics and Deep Thoughts 3 -- Gig calendar 4 -- Publicity Hounds 5 -- Secret Soundman on feedback 10 -- Jim Westlyn's One Track Mind 12 -- Dollar Classifieds 13 -- Witz End, Walter Bell Latin Jazz Unit, Mary Catherine Severn, Kirsten St. Clar, Twice 7 14 -- Higher Roller 15 -- Dirtball, Bovine, Thaddeus Lee 16 -- Ultra Bait, Flush, Grouser, Floating Folk Festival 17 -- Time to Quit the Band 19","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.7:no.7, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v07_n07.pdf"
"Richmond Music Journal (2000-06)","Gypsy Publishing","Matera, Mariane","2000","2000-06","v.7:no.8","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE COMPUTER VIRUS-FREE MUSIC JOURNAL","Lyrics and Deep Thoughts 3 -- Gig calendar 4 -- Who's Happening Poll 5 -- Letters 6-7 -- Publicity Hounds 8 -- Jennifer Lauren 9 -- GirLush Figure 10 -- B2B 11 -- Dollar Classifieds 15 -- another Pretty Face, Kat Brigs, Strickland, Bankshot, Electric Squid Band, Murfreesboro, Bone Anchor, Steppin' Stone 16 -- CBJ&R, Lake Trout, Bacchanal, Leon Milmore, Devil's Workshop Big Band, Page Wilson with Reckless Abandon, Dexterville, Regan, Johnny Hott's Piedmont Souprize, Coby & Watty, Thinking Plaque 17 -- Misguided, No Fate, Noisegate, Big Red Scott & the Destroyers, Cat Utility, Mad Hats & Tokens, Dragstripsyndicate, Broke Down Engine, Raging James, Blue Dogs, Terry Garland, Texas Voodoo 18 -- Cracker, Stephen Bennett, Ban Caribe, Burnt Taters, Closure, Earth to Andy, Helel, Blender 19 -- Jim Westlyn's One Track Mind 20 -- Planetarium, Peter and Christopher Stanley, Rosewood, Brandy Wood 21 -- You've made a CD, now what? 22","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.7:no.8, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v07_n08.pdf"
"Richmond Music Journal (2000-07)","Gypsy Publishing","Matera, Mariane","2000","2000-07","v.7:no.9","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE SHOW ME YOUR BELLY MUSIC JOURNAL ","Lyrics 3 -- Calendar 4 -- Who's Happening Poll 5 -- Letters 6-7 -- Tammy of Three Chopt, Publicity Hounds 8 -- Hype-R Space 11 -- Jim Westlyn's One Track Mind 12 -- Classifieds 13 -- Another Pretty Face, MetalSmith, Internal Bleeding, Immolation, Six Feet Under, Fu Man Chu, The Go, Zen Guerilla, Nebula, Rocket 69, Betty White Trash 14 -- Adrenalin, KISS, Ted Nugent, Burnt Taters, 1965-The Tribute, Atom Eve Eclipse, Johnny Blackthorn Band, Undertow, Captain Jack, Murfreesboro, Knuckle Sandwich 15 -- Jim Westlyn, One Ring Zero, Dozier, Humble Sacrifice, Groove Driver, Planetarium, Countdown CD 16 -- Death Piggy 17 -- Rocket Propelled Grenade, Diest Requiem, Dave Brockie Experience, Hot Little Number, Ultra Bait, Havana Son 18","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.7:no.9, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v07_n09.pdf"
"Richmond Music Journal (2000-08)","Gypsy Publishing","Matera, Mariane","2000","2000-08","v.7:no.10","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE SLOW SUMMER MUSIC JOURNAL","Lyrics 3 -- Gigs 4 -- Who's Happening 5 -- Letter 6-7 -- Little Red Rocket, Backscratchers, Secondhand Playboys, DICage, Sheryl Warner & the Southside Homewreckers, From Within, Dominium, Kovenant 8 -- Twice Seven, Adrenalin, Another Prety Face, Synthesis 9 -- Publicity Hounds 10 -- Classifieds 11 -- Codegiven 12 -- Mudcat Jones, 59H2O, Calling Dr. Bombay, Thaddeus Lee, Burnt Taters, Monty Jones 13 -- Scariens 14 ","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.7:no.10, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v07_n10.pdf"
"Richmond Music Journal (2000-09)","Gypsy Publishing","Matera, Mariane","2000","2000-09","v.7:no.11","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE SURVIVOR EDITION OF THE MUSIC JOURNAL","Lyrics and Deep Thoughts 3 -- Calendar of Gigs 4 -- The Who's Happening Poll 5 -- Letters from Lunatics 6-7 -- Burnt Taters, The Walsh Family, Red Hot Lava men, George Winn and the Bluegrass Partners, DIata Pocket, Ozone Quartet, Dave Goodrich, Red Angel Dragnet, Betty White Trash, Dave Brockie Experience, Blacklash, Terry Garland and Lil Ronnie 8 -- Metalsmith, Soul Preacher, From Within, the best of the Carytown Watermelon Festival 9 -- Chokechain Optik, more on the Watermelon Festival 10 -- Dollar Classifieds 11 -- Kim Litkenhaus, Nickel Bridge, Used Carlotta, Planetarium, Rosewood 13 -- Farquhar, Dirtball 14 ","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.7:no.11, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v07_n11.pdf"
"Richmond Music Journal (2000-10)","Gypsy Publishing","Matera, Mariane","2000","2000-10","v.7:no.12","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","Inside the Gold Medal Winning Music Journal","Lyrics and deep thoughts 3 -- Gigs galore 4 - Who's happening poll 5 -- Our Readers Write 6-7 -- Naughty Little Monkey 8 -- Write 6-7 -- Naughty Little Monkey 8 -- Roy Bookbinder, Sheryl Warner & the Southside Homewreckers, Flesh Leshman, Caitlin Cary, From Within, Disgorge, Mortal Decay, Deeds of Flesh, Cephalic Carnage, Qeetus 9 -- Steve Moore, Lisa Mendoza, Cheril Vendetti, Zakia Jamacey'e, Christie Ogleby, Gerry Laverty, Pam McCarthy, Karen Trump, William and Denise Perritt, Catherine Archer 10 -- Dollar Classifieds 11 • Copper Sails, From Earth to Ashes, Ultra Bait, Red Angel Dragnet 12 -- Susan Greenbaum, Mercy, Carbon Leaf, Burnt Taters, The Trouble with Larry 13","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.7:no.12, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v07_n12.pdf"
"Richmond Music Journal (2000-11)","Gypsy Publishing","Matera, Mariane","2000","2000-11","v.8:no.1","Monthly","Vol. 1, no. 1 (Nov. 1993)-vol. 12, no. 2 (Feb./Mar. 2005)","INSIDE THE ANYTHING THAT FITS WE PRINT MUSIC JOURNAL -- OUR FAVORITE PAST COVER: ""PAT THE BUNNY"" FROM THE OCTOBER 1994 ISSUE, GWAR AT THE FLOOD ZONE","Lyrics 3 -- Gigs 4 -- Poll 5 -- Letters 6-7 -- Jackie & Bender 8 -- Uisce Beatha 9 -- Burnt Taters, Second Street Festival 10 -- 43rd Street Festival of the Arts, Def Leppard at the Fair, Steve Riley and the Mamou Playboys 10 -- Nickel Creek, John Jackson, Richard White, Ban Caribe, High on the Hog, Donna Angelle and Her Zydeco Posse, Pink Salmon 11 -- Classifieds 13 -- One Track Mind 14 -- Anniversary interview with Mariane Matera 15 -- Prabir, Chris Stanley, Regan, Naughty Little Monkey 16 -- From Within, Copper Sails, Lee Harris, Dozier, Monty Jones, Travis Allison Band, One Ringo Zero, The Trouble with Larry 17","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Rock music – Newspapers; Popular culture -- Virginia -- Newspapers","Newspaper","ML200.8.R53","Richmond (Va.)","Text","Newspaper","35 cm.","application/pdf","Imaged at 400 dpi via Zeutschel OS 16000 and processed with Adobe Photoshop CS6 or CC 2017, Tesseract, and Adobe Acrobat CC 2017.","eng","This material is protected by copyright, and the copyright is held by Mariane Matera. You are permitted to use this material in any way that is permitted by copyright. In addition, this material is licensed under a Creative Commons Attribution-NoDerivatives 4.0 International License (CC BY-ND 4.0 - https://creativecommons.org/licenses/by-nd/4.0/). Acknowledgment of Virginia Commonwealth University Libraries as a source is required.","In Copyright - Non-commercial Use Permitted","http://rightsstatements.org/vocab/InC/1.0/","Richmond Music Journal","VCU Libraries","Original text: Richmond music journal, v.8:no.1, Special Collections and Archives, James Branch Cabell Library, Virginia Commonwealth University.","rmj_v08_n01.pdf"
